iter	Logloss
0	0.6372239544
1	0.5799775566
2	0.5307943298
3	0.4805682078
4	0.44274308
5	0.4014318995
6	0.3743540448
7	0.3523972421
8	0.324649534
9	0.2982123526
10	0.2812839956
11	0.261670829
12	0.2501903552
13	0.2350730428
14	0.223264344
15	0.2113200543
16	0.1982303627
17	0.1896330946
18	0.1791350039
19	0.1698853294
20	0.1624789951
21	0.1546617996
22	0.1487368858
23	0.1434479852
24	0.1390846564
25	0.133599956
26	0.1284810984
27	0.1245632792
28	0.119264739
29	0.1155550594
30	0.111881429
31	0.108224648
32	0.1045426324
33	0.1025387099
34	0.09958402319
35	0.09631462837
36	0.09413655668
37	0.09131824777
38	0.0884378203
39	0.08651958553
40	0.08427110296
41	0.08231398578
42	0.08218169281
43	0.08026093934
44	0.07865858749
45	0.0766641647
46	0.07483118836
47	0.07470545036
48	0.07274276101
49	0.07203442884
50	0.07192836175
51	0.06983146682
52	0.06975488975
53	0.06783781442
54	0.06639535488
55	0.06632438693
56	0.06493525831
57	0.06347181099
58	0.06338729384
59	0.06218328021
60	0.06210510305
61	0.06199894944
62	0.06041410807
63	0.05920903931
64	0.05914421987
65	0.05908712566
66	0.05902121964
67	0.05896923466
68	0.0589092304
69	0.05749943464
70	0.0559886173
71	0.05585133958
72	0.05577839533
73	0.05421661909
74	0.05416255096
75	0.05294205801
76	0.05187329251
77	0.05038374682
78	0.05034815456
79	0.0503140051
80	0.05028267161
81	0.04912595749
82	0.04909617871
83	0.04906365974
84	0.04897204328
85	0.04753208074
86	0.04702318899
87	0.04699562578
88	0.04611478694
89	0.0460814942
90	0.04523199353
91	0.04520232143
92	0.0440700482
93	0.04302455538
94	0.04214042857
95	0.041151235
96	0.03983700687
97	0.03906769924
98	0.03826961937
99	0.03759077321
100	0.03688860586
101	0.03593448526
102	0.03591484088
103	0.03515020574
104	0.03441214224
105	0.03372018787
106	0.03299535379
107	0.03297674653
108	0.03235375675
109	0.03183804946
110	0.03101216104
111	0.03048331299
112	0.02979576907
113	0.02978378636
114	0.02910537081
115	0.02848626813
116	0.02797298916
117	0.02743568855
118	0.02691790102
119	0.0264101724
120	0.02603115079
121	0.02601026488
122	0.02551154839
123	0.02504232829
124	0.02421651635
125	0.02370342846
126	0.02332816839
127	0.02292083931
128	0.022907673
129	0.02264076441
130	0.02226678498
131	0.02201279482
132	0.02163651792
133	0.02139598997
134	0.02099515601
135	0.0205464953
136	0.02029469575
137	0.02000392092
138	0.01972349495
139	0.01942496756
140	0.01919992606
141	0.01897125876
142	0.01871568716
143	0.01851056129
144	0.01824521272
145	0.01799230273
146	0.01773122505
147	0.0174932394
148	0.01718326594
149	0.01695131692
150	0.01675240054
151	0.01653747023
152	0.01640672069
153	0.01625617312
154	0.01607022513
155	0.01587662516
156	0.01567631034
157	0.01551188146
158	0.01536105661
159	0.01519874801
160	0.01507566808
161	0.01491272382
162	0.0147574963
163	0.0145846941
164	0.01441613965
165	0.01425972802
166	0.01411000991
167	0.01398662806
168	0.01386579728
169	0.01376894458
170	0.01362923745
171	0.01350805857
172	0.01339930985
173	0.01328884812
174	0.01316601359
175	0.01303486013
176	0.01289268707
177	0.01279114347
178	0.012690027
179	0.01259356013
180	0.01251107725
181	0.01240876493
182	0.01223771721
183	0.01214534408
184	0.01205917292
185	0.0119691317
186	0.01188050428
187	0.01178318093
188	0.01169784263
189	0.01156144058
190	0.01146318662
191	0.0113797341
192	0.01126082076
193	0.0111467988
194	0.01107297459
195	0.01097274782
196	0.01089570664
197	0.01081707561
198	0.01071723372
199	0.01062866153
200	0.01052204727
201	0.01043194929
202	0.01033962076
203	0.01026231179
204	0.01018452203
205	0.01011788614
206	0.01005347191
207	0.009995946333
208	0.00989105294
209	0.009812655186
210	0.009744187532
211	0.009655784678
212	0.009590154868
213	0.009526131877
214	0.009484196425
215	0.009420629024
216	0.009355494255
217	0.009295961071
218	0.009229179018
219	0.009173575827
220	0.009089139371
221	0.009033955544
222	0.008966785547
223	0.008902519523
224	0.008828514699
225	0.008769024893
226	0.008682612832
227	0.008611448078
228	0.008519617979
229	0.008446715643
230	0.008404867086
231	0.008359370401
232	0.008298557371
233	0.008236583876
234	0.008191441512
235	0.008141227565
236	0.008088037703
237	0.008029416963
238	0.007968592074
239	0.007908313129
240	0.007848689913
241	0.007795818224
242	0.007731163818
243	0.007692968909
244	0.007629865941
245	0.007553772166
246	0.007520561978
247	0.007458062553
248	0.007414306631
249	0.007373030552
250	0.007291784058
251	0.007246428665
252	0.007163294256
253	0.007129829152
254	0.007082412542
255	0.00703182626
256	0.006988299315
257	0.006946702852
258	0.006934238247
259	0.006887127637
260	0.006858748932
261	0.006822514725
262	0.006791326057
263	0.006756521192
264	0.006718827549
265	0.006695306438
266	0.006669365693
267	0.006631942472
268	0.006599677405
269	0.006540619531
270	0.006501318384
271	0.006463859466
272	0.00642082105
273	0.006393622193
274	0.00634980051
275	0.006279229798
276	0.006264685989
277	0.006242565203
278	0.006220408022
279	0.006170750716
280	0.006146988062
281	0.006120942528
282	0.006094012503
283	0.006089747668
284	0.006088709463
285	0.006039457981
286	0.00600686261
287	0.005976190315
288	0.005934489028
289	0.005906747651
290	0.00590670041
291	0.005868666331
292	0.005868577828
293	0.005844858183
294	0.00582851207
295	0.005798110965
296	0.005796536625
297	0.005795094034
298	0.005793978082
299	0.005745066902
